ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
21841,1,0,42,0,4,0,1,3,4,0,6,6,1,1,4,5,0,2,1,0,0,0,,,,,,0,0,0,1
23287,1,1,27,0,5,0,1,3,1,0,2,3,0,1,3,0,0,1,0,7,0,0,32.07142857,0.071428575,0,0,0,0.144766147,0.813474388,0,1
25011,1,1,66,0,5,0,1,2,0,0,6,6,1,1,3,3,1,0,0,0,0,1,174.8333333,0,0,0,0,0.220209724,0.696377502,0,1
26081,1,1,43,1,4,0,1,3,0,0,4,6,0,5,3,4,1,1,0,0,0,0,,,,,,0.240540541,0.987162162,0,1
936,1,0,21,0,9,1,2,1,4,3,6,2,0,1,3,2,1,2,0,0,0,3,244.25,0,0,0,0,0.245649949,0.747697032,0,1
1918,1,0,34,0,6,1,2,3,3,3,1,5,0,1,0,3,0,0,4,10,1,0,112.1764706,0,0,0,0,0.839014158,0.191531201,0,0
11049,1,0,54,0,5,1,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0.425516224,0.269358407,0,1
11621,1,1,29,0,5,0,2,0,1,3,5,3,0,4,0,1,0,0,1,3,1,3,279.1428571,0.142857149,0,0,0,0.009211873,0.186924258,1,1
11770,1,1,58,0,7,2,2,0,1,3,5,5,0,4,1,2,2,0,0,2,0,1,,,,,,0,0,0,1
15969,1,1,28,0,6,0,2,3,2,3,1,3,2,0,1,0,0,0,0,10,0,0,43.85714286,0,0,0,0,0.93485342,0.237947883,0,0
1238,1,0,58,0,6,1,0,1,2,3,4,4,3,1,0,4,2,0,0,0,0,0,49.36363636,0.090909094,0,0,0,1,1.345303867,0,1
1508,1,1,71,0,9,1,0,2,1,3,8,5,0,4,4,5,3,2,0,0,0,1,,,,,,0.5,1,0,1
5910,1,0,42,0,7,2,0,0,2,3,5,1,2,0,3,0,0,1,0,8,1,0,91.5,0.200000003,0,0,0,0,0,0,1
6224,1,1,32,1,5,1,0,1,3,3,3,5,0,1,1,1,1,1,0,10,1,0,,,,,,0.82208589,2,0,0
6585,1,0,60,0,8,2,0,2,2,3,7,0,1,1,3,3,0,1,0,0,0,3,8,0,0,0,0,1,1,0,1
6988,1,0,46,0,10,1,0,0,1,3,4,4,1,2,2,3,2,2,0,0,0,0,389.5,0,0,0,0,0.725288832,0.937740693,0,1
8668,1,0,74,1,7,1,0,0,2,3,2,4,1,0,1,1,0,1,1,0,0,1,182,0.5,0,0,0,0.958791209,2,0,1
9879,1,1,76,0,9,1,0,0,2,3,5,1,1,4,0,0,2,0,4,0,0,3,,,,,,0.986401674,0.764121339,0,1
10534,1,1,59,1,8,2,0,2,2,3,6,3,3,0,3,1,0,1,4,0,0,1,112.125,0,0,0,0,0.340022297,1.221571906,0,0
10866,1,0,71,0,9,0,0,3,2,3,5,4,2,2,1,0,0,1,0,0,0,0,35.33333333,0,0,0,0,0,0,0,1
10954,1,0,38,0,6,1,0,2,2,3,3,6,3,1,1,1,1,0,0,0,0,1,67.83333333,0,0,0,0,1,2.692260442,0,0
13662,1,1,71,0,8,0,0,0,1,3,5,6,0,4,4,1,1,1,0,1,0,2,27.56818182,0.022727273,0,0,0,0.251442704,0.301112943,0,1
14077,1,1,76,0,10,1,0,3,1,3,5,3,0,5,0,2,1,0,4,0,0,2,552,0,0,0,0,0,0,0,0
15418,1,1,63,1,7,2,0,2,2,3,6,2,1,1,2,0,0,1,0,7,1,1,78.66666667,0,0,0,0,0.995762712,1,0,1
15475,1,0,70,0,9,0,0,2,2,3,7,1,2,0,5,0,0,1,3,0,0,0,179.4,0,0,0,0,1,0.814381271,0,1
15850,1,1,51,0,10,1,0,3,2,3,9,1,1,4,1,4,2,1,0,0,0,0,237.6,0,0,0,0,0,0,0,1
16255,1,0,59,0,5,0,0,1,0,3,8,4,3,2,2,1,0,1,0,10,1,2,65,0.05882353,0,0,0,0.262443439,0.330542986,0,1
20123,1,1,54,0,6,1,0,0,3,3,5,0,1,2,0,2,0,0,0,10,1,1,27.13793103,0,0,0,0.034482758,0.89707751,0.928208386,0,0
4315,1,1,71,0,7,0,1,1,4,3,6,1,0,2,1,3,0,2,0,0,0,0,146.5,0,0,0,0,0.76109215,1,0,1
4383,1,0,27,0,9,1,1,3,2,3,10,6,0,5,5,4,3,2,0,0,0,3,721,0,0,0,0,0.038834951,0.506588072,0,1
5015,1,1,58,1,8,0,1,0,1,3,6,2,1,2,0,3,1,0,0,0,0,0,,,,,,0,0,0,1
7001,1,0,30,0,9,2,1,3,1,3,10,6,2,5,2,3,3,0,0,0,0,0,,,,,,0.063795853,0.582535885,0,1
7744,1,0,18,1,10,1,1,1,4,3,7,2,1,4,0,2,2,0,4,1,0,1,45.25,0,0.0625,0,0,0.041436464,0.50448895,1,1
7798,1,0,31,1,8,1,1,1,2,3,4,3,2,1,3,2,0,1,0,0,0,0,49.63636364,0,0,0,0,1,2.675824176,0,1
8189,1,0,64,1,7,2,1,3,2,3,8,6,1,4,2,5,0,1,0,7,0,0,100.25,0,0,0,0,0.044056525,0.30361596,1,1
8194,1,0,69,0,9,1,1,0,4,3,6,4,2,1,3,3,0,2,0,0,0,0,,,,,,0,0,0,0
9166,1,1,71,0,6,1,1,2,3,3,3,2,1,1,3,0,0,2,4,10,3,1,41.53846154,0.03846154,0,0.115384616,0,0.884259259,0.676388889,0,0
10008,1,1,65,1,9,0,1,0,2,3,9,5,1,1,5,2,0,0,0,1,0,0,45.3,0.200000003,0,0,0,0.907284768,0.806291391,0,1
10047,1,0,49,1,6,0,1,0,2,3,5,2,1,0,1,4,0,0,0,0,0,0,37.66666667,0,0,0,0,0.668141593,2,0,1
10194,1,1,66,0,7,2,1,1,1,3,4,2,0,4,1,0,0,1,4,0,0,1,108,0,0,0,0,0.936111111,1.352777778,0,1
10197,1,0,53,0,7,2,1,1,4,3,3,1,1,0,1,1,0,2,0,0,0,0,293,0.5,0,0,0.5,0.145051195,2.493174061,0,1
10421,1,0,40,0,7,2,1,3,2,3,6,3,3,2,0,2,1,0,1,0,0,0,,0.025,0,0,0,,,0,0
11191,1,0,31,1,9,1,1,2,1,3,10,6,3,5,4,3,0,2,4,0,0,0,85.66666667,0,0,0,0,0,0,0,1
12749,1,0,52,0,10,1,1,1,1,3,2,6,0,2,0,0,2,0,0,0,0,1,,0,0,0,0,,,0,0
21612,1,0,25,1,8,1,1,3,1,3,3,1,0,3,1,1,2,0,2,0,0,2,87.42105263,0,0,0,0,0.924142083,0.879590608,0,0
2534,1,0,72,0,7,2,2,0,0,1,5,2,0,0,4,1,0,2,0,0,0,0,49,0,0,0,0,0,0,0,1
496,1,1,73,0,5,1,0,3,3,1,10,3,0,2,1,3,0,2,4,10,3,0,49.4,0,0,0.100000001,0,0.403846154,1.109058704,0,1
575,1,1,66,0,5,0,0,0,0,1,6,6,1,3,3,5,2,1,0,0,0,0,78.5,0,0,0,0,0.97133758,2,0,1
708,1,1,62,0,4,0,0,2,0,1,4,6,1,1,3,2,0,2,4,2,0,0,235.2,0,0,0,0,0.712585034,0.310586735,0,0
883,1,0,63,0,5,1,0,3,0,1,5,3,0,4,1,3,1,1,4,10,1,1,434.5,0,0,0,0,0.481012658,0.420310702,1,0
2191,1,0,30,1,6,1,0,2,2,1,7,1,2,0,3,3,0,2,0,2,0,1,68.8,0.200000003,0,0,0,1,2,0,1
2293,1,0,49,1,8,1,0,0,2,1,2,0,1,0,0,1,0,0,4,0,0,0,115.6,0.100000001,0,0,0,0.076989619,0.315960208,1,0
2830,1,1,57,0,3,1,0,3,3,1,4,0,1,0,1,2,0,1,0,10,0,0,,,,,,1,1.768765133,0,1
3302,1,0,57,0,5,0,0,3,1,1,5,1,1,3,1,2,0,1,0,4,1,2,192.5,0.5,0.5,0,0,1,0.948701299,0,1
5749,1,0,65,0,7,2,0,3,0,1,10,6,3,5,5,5,2,2,0,10,3,1,98.66666667,0.666666687,0,0,0,0.983108108,3,0,1
7059,1,0,73,0,7,2,0,3,0,1,9,4,0,0,5,1,0,2,0,10,0,1,20,0.107142858,0,0,0,1,2.608928571,0,1
7158,1,1,28,0,10,2,0,3,1,1,10,6,2,5,4,5,2,1,0,10,3,0,197.5,0,0,0,0,0.349367089,0.924683544,0,1
7624,1,1,30,0,10,1,0,0,1,1,9,4,0,4,5,1,1,1,2,0,0,2,,,,,,0,0,0,1
7651,1,1,34,0,6,2,0,3,0,1,3,2,0,1,2,0,1,0,1,5,0,1,90,0,0,0,0,0.932407407,1.352777778,0,1
9118,1,1,18,0,8,2,0,1,1,1,10,6,0,5,3,5,3,1,3,10,3,0,201.5,0.333333343,0,0.166666672,0,0,0,0,1
11134,1,1,52,0,5,0,0,2,4,1,10,6,0,3,4,3,1,2,0,10,3,0,12.39285714,0.071428575,0,0,0,0.838616715,1,0,1
11457,1,1,19,0,7,2,0,3,1,1,5,4,0,4,3,4,3,1,0,0,0,0,,,,,,0.185606061,0.691761364,0,1
11992,1,0,63,0,7,2,0,3,1,1,6,6,1,5,0,4,2,0,0,2,2,2,,,,,,0.87913486,1.394083969,0,1
14442,1,0,72,0,7,2,0,3,4,1,8,6,2,1,5,1,1,2,0,0,0,0,74.76470588,0,0,0,0,0.810385523,0.287372148,0,0
14898,1,1,70,0,6,2,0,3,1,1,5,0,0,4,0,1,2,0,0,0,0,3,,,,,,0.540120794,1.260569456,0,1
16096,1,1,61,1,9,1,0,2,1,1,10,6,3,5,2,5,2,2,1,8,1,3,29.16666667,0,0,0,0,0.942857143,2,0,1
16630,1,1,51,1,4,0,0,2,0,1,10,6,3,5,5,5,3,1,0,0,0,0,,,,,,0.586797066,0.893031785,0,1
17789,1,1,70,0,4,0,0,0,1,1,2,0,0,1,0,1,0,0,2,5,1,0,196.5,0.25,0,0,0,0.026717557,0.464694656,0,0
18656,1,1,42,0,9,1,0,1,1,1,10,6,2,4,3,5,1,2,0,6,0,2,27.33333333,0,0,0,0,1,1,0,1
18951,1,1,27,0,10,1,0,3,2,1,9,3,2,3,5,1,1,1,0,0,0,2,,,,,,0.039473684,0.436901914,1,1
19542,1,0,75,0,6,2,0,3,1,1,9,0,0,1,5,0,1,2,0,0,0,0,,,,,,0.972527473,1.337912088,0,0
20283,1,1,71,1,9,1,0,0,1,1,7,1,0,3,4,2,1,1,0,2,0,3,135.75,0,0,0,0,0.537753223,2.017955801,0,1
20591,1,0,72,0,9,1,0,1,0,1,10,6,2,5,3,5,2,2,0,0,0,3,180,0.200000003,0,0,0,0,0,0,1
21737,1,1,52,0,9,2,0,0,1,1,7,3,0,4,3,5,3,2,3,10,0,0,75.4,0,0,0.200000003,0,1,1.937665782,0,1
22134,1,0,27,0,7,1,0,3,2,1,10,3,3,4,2,1,1,0,0,10,3,0,171.4,0,0,0,0,0.933488915,0.852392065,0,0
23451,1,0,38,1,9,1,0,3,1,1,5,2,0,1,4,2,0,2,0,0,0,0,104.5,0,0,0,0,0,0,0,1
24061,1,0,76,0,6,2,0,2,1,1,10,6,3,4,0,5,2,0,3,0,0,0,25,0.5,0.5,0,0,0,0,0,1
440,1,0,54,0,8,2,1,3,1,1,6,4,1,1,4,2,0,2,0,0,0,0,,,,,,1,2,0,1
491,1,0,66,0,10,1,1,2,0,1,7,1,0,0,5,1,0,2,4,10,3,2,65.31818182,0.227272734,0.090909094,0,0,0,0,0,1
639,1,1,37,0,7,2,1,3,4,1,7,6,1,4,3,5,1,2,4,10,3,0,79.41666667,0.083333336,0,0.083333336,0,0.415529906,0.383263379,0,1
750,1,0,55,0,6,0,1,0,0,1,6,4,3,3,1,2,3,1,0,0,0,1,186.8,0.200000003,0,0,0,0.58993576,0.391059957,0,1
1665,1,0,74,0,8,2,1,3,0,1,10,4,0,2,5,2,1,2,0,0,0,0,,0,0,0,0,,,0,0
3310,1,0,54,1,10,1,1,3,4,1,10,6,3,0,4,4,0,2,2,0,0,1,57.8,0,0,0,0,1,2,0,1
3477,1,0,27,0,7,2,1,1,1,1,10,4,0,2,5,2,1,2,0,9,2,0,213.6,0,0,0,0,0.45411985,0.341994382,0,1
4052,1,0,76,0,4,0,1,3,0,1,10,6,3,3,4,4,2,2,0,0,0,2,,,,,,0,0,0,1
4191,1,0,51,0,5,2,1,2,0,1,7,6,0,1,4,2,1,2,0,0,0,1,,,,,,0.755516328,0.967122683,0,1
4709,1,0,75,0,4,0,1,3,4,1,8,6,2,1,5,4,0,2,0,0,0,0,,,,,,0.75,0.432760664,0,1
7485,1,1,56,1,5,0,1,1,0,1,10,6,1,1,4,5,1,2,1,0,0,3,,,,,,0,0,1,1
9702,1,1,68,0,6,2,1,2,4,1,3,6,3,1,3,1,0,1,0,6,0,0,695.5,0,0,0,0,0.017972682,0.262580877,0,1
10937,1,0,44,0,7,2,1,3,4,1,5,4,3,0,4,3,0,1,2,0,0,2,100.1818182,0,0,0,0,1,0.662885662,0,0
11320,1,1,67,0,6,2,1,2,1,1,9,6,0,5,2,5,3,1,4,9,0,0,59,0,0,0.166666672,0,0.451977401,1,1,1
11437,1,0,60,0,8,0,1,1,0,1,10,5,2,5,3,5,3,2,0,0,0,0,290.8,0,0,0,0,0,0,1,1
14395,1,1,76,0,5,0,1,3,0,1,4,3,1,0,4,1,0,1,0,0,0,0,36.55555556,0,0,0,0.111111112,0.346504559,1,0,1
15021,1,1,39,0,7,2,1,0,1,1,10,5,1,5,1,5,3,1,0,0,0,1,,,,,,0.058524173,0.309796438,1,1
16957,1,1,50,0,8,0,1,0,1,1,8,4,0,3,1,4,2,0,1,0,0,0,,,,,,0,0,0,1
18034,1,0,49,0,6,1,1,3,4,1,10,2,1,1,2,4,0,1,3,3,3,2,36,0.333333343,0,0,0,0.314814815,2,0,1
20890,1,0,54,0,7,1,1,1,4,1,9,3,0,2,1,5,0,1,4,10,0,0,101.375,0,0.25,0,0,0.528976572,0.450369914,0,0
21891,1,0,66,0,7,0,1,0,1,1,10,6,1,3,5,5,2,2,4,0,1,3,,,,,,1,0.878004808,0,1
22795,1,0,27,0,7,2,1,2,0,1,4,0,0,0,3,0,0,2,0,0,0,0,,,,,,0.053794428,0.350864553,0,1
24054,1,0,32,0,3,0,1,3,4,1,5,6,0,0,5,5,0,2,0,0,0,1,,,,,,1,1.594978166,0,0
6550,1,1,76,0,5,1,2,0,3,2,6,3,2,0,1,3,0,0,0,0,0,0,,,,,,0.9,1,0,1
450,1,0,42,1,6,0,0,3,0,2,10,6,0,2,5,4,0,2,1,0,0,0,161.4,0,0,0,0,1,0.905204461,0,0
549,1,1,46,0,10,0,0,2,1,2,10,6,2,5,5,5,3,1,0,0,0,0,145.2,0,0,0.200000003,0,0.462809917,1.006198347,0,1
941,1,0,20,0,8,1,0,0,0,2,8,1,0,1,4,4,1,2,4,8,1,1,,,,,,0.2875,0.570703125,1,1
1846,1,0,56,0,7,2,0,0,1,2,10,6,3,5,3,5,3,1,4,1,0,1,33.75,0,0.25,0,0,0,0,0,1
2108,1,1,27,0,5,0,0,1,0,2,6,6,0,1,5,5,1,2,2,0,0,0,,,,,,0,0,1,0
3325,1,1,67,0,1,0,0,0,1,2,10,2,0,5,0,5,3,0,0,0,0,0,15.5,0,0.166666672,0,0,0.774193548,1,0,1
3358,1,0,21,0,10,1,0,0,2,2,4,1,2,1,1,0,0,0,0,10,3,0,55.125,0.625,0,0,0,0.770975057,2.484693878,1,1
4852,1,0,28,0,7,2,0,3,1,2,10,4,3,5,3,5,3,2,0,0,0,0,99.5,0,0,0,0,1,2,0,1
5658,1,1,20,0,6,0,0,1,4,2,8,6,2,2,5,5,1,2,0,5,0,2,272,0.333333343,0,0,0,1,1.790441176,0,0
6051,1,0,37,0,7,0,0,3,4,2,8,2,1,0,5,2,0,2,0,0,0,2,,,,,,0.963015647,0.259779516,0,0
6952,1,1,40,0,7,0,0,2,4,2,4,6,0,2,1,3,0,2,0,0,0,3,,,,,,0,0,1,1
7271,1,1,24,0,8,0,0,3,1,2,10,6,1,5,4,5,3,1,3,0,0,3,119.8666667,0,0,0.06666667,0,0.661846496,0.406284761,0,1
8945,1,1,24,0,7,2,0,1,1,2,10,6,0,5,1,4,3,0,0,0,0,3,102.0625,0,0,0,0,0.444580527,0.447336191,0,1
10116,1,1,44,1,9,0,0,2,1,2,10,6,0,5,1,1,2,1,0,0,0,1,111,0,0,0.200000003,0,0.812612613,0.658108108,0,1
10323,1,0,20,0,8,2,0,2,0,2,7,1,3,1,3,0,0,2,0,0,0,3,,,,,,0.660465116,1,0,1
11472,1,0,64,0,6,1,0,1,4,2,8,4,2,1,1,4,1,0,0,7,2,0,40.6,0,0,0,0,0.445812808,1.799261084,0,0
13920,1,0,39,0,8,2,0,3,0,2,5,4,0,1,4,3,1,2,1,6,0,1,78.25,0,0,0,0,0.96485623,0.777955272,0,0
17828,1,1,63,0,3,1,0,2,2,2,6,6,3,4,0,1,3,0,0,5,0,0,64.25,0,0,0,0,0.996108949,1,1,1
17958,1,1,45,0,8,0,0,2,1,2,6,1,0,2,2,3,2,1,0,0,0,0,192.2,0,0,0,0,0,0,0,1
19617,1,1,69,0,8,2,0,3,4,2,3,0,1,1,0,0,0,0,0,10,3,0,15.50909091,0.018181818,0,0.036363635,0,1,0.856389215,0,0
23942,1,0,20,0,4,1,0,3,2,2,1,0,1,0,0,0,0,0,3,0,0,0,83.1,0,0,0,0,0,0,1,0
711,1,0,39,0,5,0,1,3,0,2,5,6,1,0,3,4,0,0,0,0,0,1,,,,,,0,0,0,0
2024,1,0,37,0,10,1,1,3,0,2,9,6,2,1,5,2,0,2,0,0,0,2,76.47058824,0.05882353,0,0,0,0.946923077,0.280961538,0,0
3323,1,0,46,0,8,0,1,0,0,2,8,6,1,5,2,3,2,0,0,10,0,1,487.4,0,0,0,0,0.656544932,0.149876898,0,0
6126,1,1,32,1,6,1,1,3,4,2,10,6,2,1,1,5,1,1,4,0,0,1,66.6,0.200000003,0,0,0,1,3,0,1
7348,1,0,46,0,6,0,1,1,0,2,7,6,2,0,5,2,0,0,4,6,2,1,,0.090909094,0,0,0,0,,0,0
9310,1,0,36,0,5,0,1,1,0,2,4,0,0,0,3,0,0,1,4,10,2,3,60.5862069,0.206896558,0,0,0,0.854866249,0.831531019,0,0
10636,1,0,44,0,7,0,1,3,4,2,10,6,2,2,5,5,2,2,0,7,1,0,41.76470588,0,0,0,0,0.211267606,0.51443662,1,1
15768,1,1,67,1,9,0,1,1,1,2,10,6,0,5,4,5,3,1,0,2,3,0,17.8,0.200000003,0,0,0,0.775280899,1,0,1
17170,1,0,26,0,4,0,1,3,0,2,3,6,2,1,4,3,0,1,0,0,0,0,,0,0,0,0,0.485607009,0.152377972,0,0
21748,1,0,62,0,7,0,1,0,1,2,6,0,1,1,2,1,0,0,0,0,0,0,78.33333333,0,0,0,0,0,0,0,0
10499,1,0,19,0,4,0,2,0,0,0,4,4,1,4,1,2,3,1,0,0,0,0,,,,,,0.652597403,1,0,1
10762,1,1,31,0,4,0,2,2,1,0,5,6,1,5,1,2,3,1,0,0,0,2,,,,,,1,2.774050633,0,1
13857,1,0,42,0,4,0,2,3,1,0,4,1,1,2,0,2,1,0,0,0,0,1,,,,,,0,0,0,0
14180,1,1,43,0,4,0,2,1,0,0,5,1,0,0,5,1,0,2,0,0,0,0,236.5,0,0,0,0,0,0,0,1
18069,1,0,30,0,5,0,2,3,2,0,3,1,1,0,0,1,0,0,0,10,3,3,55.57142857,0.285714298,0,0,0,1,1.877892031,0,1
18790,1,1,23,0,7,0,2,0,4,0,2,0,0,0,1,1,1,0,0,0,0,2,21.18181818,0,0,0,0,0.995708155,1,0,0
24458,1,0,52,0,3,0,2,3,0,0,1,6,3,0,2,3,0,1,0,0,0,1,,,,,,0,0,0,1
501,1,0,71,0,6,2,0,3,0,0,5,3,1,1,5,1,1,2,0,0,0,0,,,,,,0,0,0,1
893,1,1,67,0,8,0,0,0,1,0,7,0,0,3,3,1,3,1,0,0,2,0,53.66666667,0,0,0.166666672,0.333333343,0,0,0,1
1055,1,1,48,0,4,1,0,0,2,0,7,2,1,2,2,3,0,0,0,0,0,1,,,,,,0,0,0,1
3267,1,0,62,0,4,0,0,0,2,0,10,6,2,5,5,5,2,2,0,0,0,1,,,,,,1,3,0,1
4866,1,1,23,0,5,0,0,3,2,0,9,6,0,5,2,5,3,1,0,0,0,1,95.5,0,0,0,0,0,0,0,1
7314,1,0,27,0,6,2,0,0,0,0,4,1,0,1,3,0,0,2,0,0,0,1,,,,,,0.692063492,1,0,0
7974,1,1,76,0,7,2,0,1,1,0,10,6,3,5,1,5,3,0,0,0,1,2,24,0,0,0,0,1,1,1,1
8368,1,0,33,0,4,0,0,2,1,0,10,6,3,5,2,5,3,1,0,0,0,0,194.3333333,0,0,0,0,1,1.253001715,0,0
9461,1,1,66,1,4,0,0,3,0,0,7,4,0,4,1,0,2,1,0,0,0,2,466.6666667,0,0,0,0,0,0,0,1
9875,1,1,74,1,4,0,0,1,2,0,5,4,1,2,4,2,1,2,0,0,0,1,,,,,,0,0,0,1
10645,1,0,30,1,4,0,0,3,4,0,10,6,3,3,0,5,2,0,0,0,0,1,,,,,,0.902813299,1.868286445,0,1
18492,1,0,36,0,5,0,0,0,0,0,8,6,3,3,2,3,0,0,0,0,0,3,,,,,,0.965648855,3,0,1
22401,1,0,42,0,3,1,0,0,3,0,6,5,0,1,1,5,0,0,0,10,0,0,136.5,0.5,0,0,0,0,0,0,1
22767,1,1,40,0,4,0,0,3,1,0,4,5,0,4,0,2,0,0,0,0,0,0,124.5,0,0,0,0,0,0,0,0
25489,1,0,60,0,5,1,0,3,4,0,5,1,1,0,0,0,0,0,3,2,0,0,18.75,0.25,0.25,0,0,0,0,0,1
4251,1,0,19,0,4,0,1,0,0,0,5,6,3,1,4,5,1,2,4,0,0,1,,,,,,0,0,1,0
6332,1,1,56,1,4,0,1,1,0,0,10,6,1,2,5,5,0,2,4,9,3,2,16.13043478,0,0,0.043478262,0.086956523,1,2.953504043,0,0
10892,1,1,70,0,8,2,1,3,0,0,9,4,0,2,5,4,3,1,0,0,0,0,,,,,,0,0,0,1
11519,1,1,26,0,9,1,1,1,1,0,8,5,1,5,0,4,2,0,4,10,0,1,19.44444444,0.148148149,0.037037037,0,0,1,4.87,0,1
11714,1,0,28,0,4,0,1,1,1,0,10,6,2,3,2,5,3,1,0,4,1,0,,,,,,0.837301587,0.724702381,0,1
14687,1,1,20,0,3,0,1,3,0,0,5,3,0,1,3,2,0,1,0,0,0,0,25.27272727,0,0,0,0,0,0,0,0
15983,1,1,51,0,3,0,1,0,1,0,7,6,2,5,0,5,3,0,0,2,3,0,,,,,,0.914634146,1,0,1
16353,1,0,20,0,5,0,1,3,0,0,6,5,1,3,2,2,2,2,0,8,2,0,193.5,0,0,0,0,1,1.887596899,0,1
17668,1,1,38,0,6,0,1,3,4,0,7,2,0,4,1,3,0,2,0,0,0,0,29,0,0,0,0,0.855172414,0.839655172,0,0
19671,1,1,56,0,4,0,1,3,1,0,3,2,0,2,1,1,2,1,0,0,0,1,75.8,0,0,0,0,1,1.927440633,0,0
21057,1,0,35,0,5,0,1,3,4,0,8,6,0,0,5,5,0,2,0,6,0,2,,,,,,0,0,0,1
25815,1,1,65,0,4,0,1,1,0,0,3,2,0,0,3,1,0,1,0,7,2,0,15.04,0,0,0.039999999,0,0,0,1,0
26020,1,1,46,0,5,0,1,2,4,0,3,3,1,1,1,0,0,0,0,0,0,0,159.4,0,0,0,0,1,0.916562108,0,0
7410,1,0,36,0,7,1,2,3,2,3,2,0,2,0,0,0,0,0,0,0,0,0,112.0714286,0,0,0,0,1,1.163957935,0,0
7802,1,0,75,0,4,1,2,3,3,3,1,0,0,0,0,0,0,0,0,10,0,0,122,0,0,0,0,0.885245902,1,0,0
8688,1,0,22,0,8,1,2,3,2,3,1,1,1,0,0,0,0,0,0,0,0,1,142.2,0,0,0,0,0.978902954,0.25685654,0,0
13080,1,0,50,0,4,1,2,3,2,3,2,6,3,0,0,2,0,0,1,0,0,0,55.18518519,0.185185179,0,0,0,1,0.490268456,1,0
15981,1,0,34,0,7,2,2,3,2,3,3,3,3,1,1,0,0,0,0,7,3,0,98.08333333,0.083333336,0,0,0,0.870008496,0.620645709,0,0
17109,1,0,20,0,4,0,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,318.5,0,0,0,0,1,1.720172684,0,0
18219,1,0,57,1,9,1,2,3,1,3,9,5,0,5,3,2,1,0,4,0,0,0,113.5833333,0.166666672,0,0,0,0.294937638,0.53595011,0,0
23802,1,0,46,0,5,0,2,3,0,3,1,6,0,0,1,3,0,0,0,0,0,0,,0,0,0,0,0,,0,0
24121,1,1,63,0,4,1,2,0,3,3,1,0,0,0,0,0,0,0,0,9,0,1,,,,,,1,3,0,0
709,1,1,30,0,8,1,0,1,1,3,7,6,2,4,4,3,1,2,0,6,0,1,20.75,0,0,0,0,1,2,0,1
2742,1,0,44,0,6,0,0,0,1,3,6,3,1,3,0,5,2,0,0,0,0,1,,,,,,0.226487524,0.467370441,0,1
5637,1,0,21,0,4,0,0,1,0,3,2,1,0,0,2,0,0,1,0,0,0,0,,0,0,0,0,,,0,0
6493,1,0,71,0,7,1,0,1,2,3,4,3,1,1,1,0,1,0,1,0,0,0,542.25,0,0,0,0,0.083909636,0.168395574,0,1
11661,1,0,42,0,6,1,0,3,2,3,9,6,2,1,5,2,0,2,0,0,0,1,117.5,0,0,0,0,0.99787234,1.554255319,0,0
15545,1,1,68,0,8,1,0,2,2,3,1,4,1,0,2,1,0,0,4,6,0,2,44.82142857,0.071428575,0,0.071428575,0,1,0.582071713,0,0
15986,1,1,28,0,5,1,0,2,2,3,3,2,2,1,0,0,0,1,0,0,0,0,634,0,0,0,0,0.936119874,0.28805205,0,0
17891,1,0,37,0,7,2,0,0,2,3,6,2,3,3,0,1,2,0,0,0,0,0,26.46666667,0,0,0,0,0.803526448,1.840050378,0,0
20452,1,1,24,0,5,1,0,2,2,3,1,3,3,0,0,1,0,0,0,10,0,0,89,0,0,0,0,1,1.172552167,0,1
2034,1,0,65,0,10,1,1,3,2,3,9,0,3,0,3,2,0,2,4,10,3,3,63.14705882,0.176470593,0.117647059,0,0,0.365160689,0.340242198,0,0
2126,1,1,51,0,8,2,1,1,1,3,10,4,0,5,2,5,3,0,0,0,0,2,293.3333333,0,0,0,0,0.040909091,0.415056818,0,1
4669,1,0,27,0,7,2,1,0,1,3,10,6,0,5,4,5,3,1,0,0,0,0,,,,,,0,0,0,0
6274,1,0,54,0,5,0,1,0,2,3,7,0,1,5,0,0,2,0,4,10,3,0,50.72727273,0.227272734,0,0,0,0.910394265,0.327284946,0,0
6511,1,0,43,0,7,2,1,3,0,3,9,6,3,5,5,5,2,1,0,0,0,3,,,,,,0,0,1,1
10208,1,0,46,1,4,1,1,2,2,3,4,4,1,4,0,0,1,0,0,1,0,0,,,,,,0.005747126,1,0,1
10345,1,0,53,0,6,2,1,0,2,3,2,1,2,0,0,0,0,0,1,0,0,0,,0,0,0,0,,,0,0
14655,1,1,31,0,6,0,1,3,1,3,6,2,0,5,0,0,2,1,4,0,0,2,12.97916667,0,0,0.083333336,0,0.290529695,1.172552167,0,0
